date,epoch,ctr_AUC,atr_AUC,cvr_AUC,ctr_loss,atr_loss,cvr_loss,ctr_impact_atr,ctr_impact_cvr,atr_impact_cvr,ctr_weight,atr_weight,cvr_weight
2023-04-17 10:36:17,0,0.5390070921985816,0.39583333333333337,0.24489795918367352,0.8254125714302063,0.4965474605560303,0.7285187244415283,0.3036523163318634,0.11170744150876999,0.18266960978507996,0.3282499313354492,0.34012269973754883,0.33162736892700195
2023-04-17 10:36:17,test_AUC,0.23958333333333331,0.3489583333333333,0.12244897959183676
